filename,Sr_No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,llm_label
dia273_utt9.wav,2725,"Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet.",phoebe,surprise,positive,273,9,6,23,"00:00:26,526","00:00:32,990",joy
dia273_utt13.wav,2729,"Hey! So Chandler, wanna go to the coffeehouse?",phoebe,joy,positive,273,13,6,23,"0:00:36,494","0:00:39,122",neutral
dia273_utt15.wav,2732,"Oh perfect, we were just gonna see if you wanted to go.",ross,neutral,neutral,273,15,6,23,"00:00:39,664","00:00:42,041",disgust
dia273_utt16.wav,2733,"Oh well, we don’t because we got…the…other pl-place.",chandler,neutral,neutral,273,16,6,23,"00:00:42,208","00:00:45,711",fear
dia273_utt18.wav,2735,"Oh, I’m sorry. You wanna bite?",joey,surprise,positive,273,18,6,23,"00:00:51,551","00:00:52,843",joy
dia274_utt0.wav,2736,"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!",joey,surprise,negative,274,0,4,22,"00:10:05,271","00:10:11,943",fear
dia274_utt2.wav,2738,The ring is gone!,joey,surprise,negative,274,2,4,22,"0:10:12,583","0:10:14,117",surprise
dia274_utt4.wav,2740,"Just a sec, give me a minute to wake up for this—Ah-ha-ha!!",chandler,neutral,neutral,274,4,4,22,"0:10:16,170","0:10:24,756",neutral
dia274_utt5.wav,2741,You lost the ring!,chandler,joy,positive,274,5,4,22,"0:10:21,871","0:10:23,013",surprise
dia274_utt6.wav,2742,You’re the worst best man ever!,chandler,anger,negative,274,6,4,22,"0:10:23,013","0:10:24,752",anger
dia274_utt7.wav,2743,"Dude, this isn’t funny!",joey,anger,negative,274,7,4,22,"0:10:25,791","0:10:27,210",anger
dia274_utt9.wav,2745,"I go to bed last night, everything’s cool!",joey,joy,positive,274,9,4,22,"00:10:28,210","00:10:30,170",surprise
dia274_utt10.wav,2746,"I wake up this morning, the stripper’s gone and the ring is gone!",joey,fear,negative,274,10,4,22,"00:10:30,338","00:10:33,381",surprise
dia274_utt11.wav,2747,You slept with the stripper?,chandler,surprise,negative,274,11,4,22,"0:10:33,549","0:10:34,759",surprise
dia275_utt0.wav,2749,What difference does that make?!,ross,anger,negative,275,0,5,11,"00:14:48,679","00:14:51,306",anger
dia275_utt1.wav,2750,"Well, I'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",joey,anger,negative,275,1,5,11,"00:14:51,473","00:15:00,231",joy
dia275_utt2.wav,2751,"Joey, do you have a minute?",rachel,neutral,neutral,275,2,5,11,"00:14:58,981","00:15:00,231",neutral
dia275_utt3.wav,2752,"Dude, what am I gonna",ross,fear,negative,275,3,5,11,"00:15:00,399","00:15:01,858",fear
dia275_utt4.wav,2753,"Uh, Rachel's here, so good luck man, let me know how it works out.",joey,anger,negative,275,4,5,11,"00:15:02,026","00:15:05,069",neutral
dia275_utt5.wav,2754,"Oh, Joey, I have such a problem!",rachel,fear,negative,275,5,5,11,"00:15:07,114","00:15:10,325",fear
dia275_utt6.wav,2755,"Oh well, you're timing couldn't be better. I am putting out fires all over the place.",joey,neutral,neutral,275,6,5,11,"00:15:10,492","00:15:19,918",surprise
dia275_utt7.wav,2756,"Okay. Okay. Okay. Joey, I have",rachel,neutral,neutral,275,7,5,11,"00:15:15,956","00:15:19,918",surprise
dia275_utt8.wav,2757,"What-what is it, what is it?",joey,neutral,neutral,275,8,5,11,"00:15:20,085","00:15:21,252",surprise
dia275_utt9.wav,2758,"Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.",rachel,surprise,positive,275,9,5,11,"00:15:21,420","00:15:24,631",surprise
dia275_utt10.wav,2759,"Oh no, no-no-no-no! I don't want to know!",joey,fear,negative,275,10,5,11,"00:15:24,798","00:15:28,134",fear
dia275_utt11.wav,2760,"Yes! Yes! Yes, you do want to know! This is unbelievable!",rachel,anger,negative,275,11,5,11,"00:15:28,302","00:15:30,803",joy
dia275_utt12.wav,2761,"I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!",joey,disgust,negative,275,12,5,11,"00:15:31,013","00:15:37,769",anger
dia275_utt13.wav,2762,What? What secrets? You know secrets? What are they?,rachel,surprise,positive,275,13,5,11,"00:15:36,226","00:15:37,769",surprise
dia275_utt14.wav,2763,And you're not supposed to be gossiping!!,joey,disgust,negative,275,14,5,11,"00:15:37,937","00:15:39,604",disgust
dia275_utt15.wav,2764,"I know, I know! I just can't keep this one in, so I pick up the phone",rachel,fear,negative,275,15,5,11,"00:15:39,772","00:15:50,907",joy
dia275_utt16.wav,2765,I'm not listening to you!,joey,anger,negative,275,16,5,11,"00:15:48,822","00:15:50,907",anger
dia276_utt0.wav,2766,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!,rachel,joy,positive,276,0,7,11,"00:20:39,488","00:20:42,365",surprise
dia276_utt2.wav,2768,"Hey, come on now!",rachel,anger,negative,276,2,7,11,"0:20:43,867","0:20:45,895",joy
dia276_utt3.wav,2769,"All right, what are we havin’?",joey,neutral,neutral,276,3,7,11,"00:20:56,505","00:20:59,090",joy
dia277_utt0.wav,2770,"Uhh, I don’t believe in these crazy diets y’know, just everything in moderation.",joey,neutral,neutral,277,0,8,19,"00:10:49,608","00:10:55,781",neutral
dia277_utt1.wav,2771,I’ll take those to go.  For the kids.,joey,neutral,neutral,277,1,8,19,"00:10:59,201","00:11:03,455",neutral
dia277_utt3.wav,2773,"It was so stupid, I said some stuff in an interview that I shouldn’t have said.",joey,anger,negative,277,3,8,19,"00:11:12,047","00:11:16,593",sadness
dia277_utt4.wav,2774,"But believe me, that’s not gonna happen today.",joey,neutral,neutral,277,4,8,19,"00:11:16,760","00:11:19,012",neutral
dia277_utt6.wav,2776,"Well, I said that I",joey,neutral,neutral,277,6,8,19,"00:11:22,599","00:11:23,725",neutral
dia278_utt1.wav,2778,So you like the drums!,phoebe,joy,positive,278,1,7,10,"00:07:50,094","00:07:52,179",joy
dia278_utt2.wav,2779,"That's, that's great!",phoebe,joy,positive,278,2,7,10,"00:07:52,388","00:07:54,306",joy
dia278_utt3.wav,2780,"Y’know, I was worried, that, you know, they would maybe an unbearable living situation.",phoebe,neutral,neutral,278,3,7,10,"00:07:56,017","00:08:00,687",fear
dia278_utt4.wav,2781,"All right, okay, well, apparently not!",phoebe,sadness,negative,278,4,7,10,"0:08:00,855","0:08:03,207",surprise
dia278_utt6.wav,2783,"Hey-hey, Pheebs, check it out, we already learned a song.  Ready? One, two, three, four...",joey,neutral,neutral,278,6,7,10,"00:08:05,401","00:08:10,864",joy
dia279_utt0.wav,2786,"Whoa-whoa, Treeger made you cry?",joey,surprise,negative,279,0,4,4,"00:02:51,880","00:02:54,715",surprise
dia279_utt1.wav,2787,Yes! And he said really mean things that were only partly true.,rachel,sadness,negative,279,1,4,4,"00:02:55,383","00:02:59,720",sadness
dia279_utt2.wav,2788,I’m gonna go down there and teach that guy a lesson.,joey,anger,negative,279,2,4,4,"00:03:00,930","00:03:02,723",anger
dia279_utt3.wav,2789,"Joey, please don’t do that. I think it’s best that we just forget about it.",monica,fear,negative,279,3,4,4,"00:03:02,974","00:03:05,475",neutral
dia279_utt4.wav,2790,"That’s easy for you to say, you weren’t almost just killed.",rachel,anger,negative,279,4,4,4,"00:03:05,685","00:03:09,605",fear
dia279_utt5.wav,2791,"All right that’s it, school is in session!",joey,neutral,neutral,279,5,4,4,"00:03:09,772","00:03:13,108",joy
dia279_utt6.wav,2792,My God! Is this a gym card?,monica,surprise,positive,279,6,4,4,"00:03:15,361","00:03:17,863",surprise
dia279_utt7.wav,2793,"Oh yeah, gym member. I try to go four times a week, but I’ve missed the last 1200 times.",chandler,neutral,neutral,279,7,4,4,"00:03:18,072","00:03:25,746",neutral
dia279_utt8.wav,2794,So why don’t you quit?,ross,neutral,neutral,279,8,4,4,"00:03:27,624","00:03:29,291",anger
dia279_utt9.wav,2795,You don’t think I’ve tried? You think I,chandler,joy,positive,279,9,4,4,"00:03:30,126","00:03:32,002",anger
dia279_utt10.wav,2796,Who is Maria?,ross,neutral,neutral,279,10,4,4,"00:03:49,812","00:03:52,439",neutral
dia279_utt11.wav,2797,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",chandler,joy,positive,279,11,4,4,"00:03:54,067","00:03:59,613",neutral
dia279_utt12.wav,2798,You need me to go down there with you and hold your hand?,ross,neutral,neutral,279,12,4,4,"00:04:01,783","00:04:04,409",disgust
dia279_utt14.wav,2800,So you’re strong enough to face her on your own?,ross,neutral,neutral,279,14,4,4,"0:04:05,579","0:04:07,633",neutral
dia279_utt15.wav,2801,"Oh no, you’ll have to come.",chandler,fear,negative,279,15,4,4,"00:04:07,789","00:04:09,790",disgust
dia280_utt0.wav,2805,"Pheebs, I don’t think anyone's mad about that.",rachel,neutral,neutral,280,0,5,12,"0:02:17,929","0:02:19,389",neutral
dia280_utt1.wav,2806,Exactly! Because it's in the past!,phoebe,anger,negative,280,1,5,12,"0:02:19,389","0:02:22,343",joy
dia280_utt2.wav,2807,Anybody gonna eat that?,joey,neutral,neutral,280,2,5,12,"00:02:25,478","00:02:27,271",neutral
dia281_utt2.wav,2810,"Listen, you know how uh, when you’re wearing pants and you lean forward I check out your underwear?",joey,neutral,neutral,281,2,7,22,"00:07:58,144","00:08:03,565",surprise
dia281_utt4.wav,2812,"Well, when Jake did it I saw that…he was wearing women’s underwear!",joey,surprise,negative,281,4,7,22,"00:08:05,860","00:08:11,823",surprise
dia281_utt5.wav,2813,I know. They were mine.,phoebe,neutral,neutral,281,5,7,22,"00:08:11,991","00:08:13,742",neutral
dia281_utt6.wav,2814,"Oh.  No! No wait, that’s weird!",joey,disgust,negative,281,6,7,22,"00:08:14,619","00:08:19,664",surprise
dia281_utt7.wav,2815,"No, it’s not! We were just goofing around and I dared him to try them on.",phoebe,neutral,neutral,281,7,7,22,"00:08:20,249","00:08:23,668",joy
dia281_utt9.wav,2817,I’m wearing his briefs right now.,phoebe,neutral,neutral,281,9,7,22,"0:08:25,421","0:08:26,933",surprise
dia282_utt0.wav,2819,I think so too. And that little flap? Great for holding my lipstick.,phoebe,joy,positive,282,0,1,22,"00:08:29,967","00:08:35,472",joy
dia282_utt1.wav,2820,"Yeah, I wouldn’t know about that.",joey,neutral,neutral,282,1,1,22,"00:08:40,561","00:08:42,395",neutral
dia282_utt2.wav,2821,And! Y’know what Jake says? That women’s underwear is actually more comfortable. And he loves the way the silk feels against his skin.,phoebe,joy,positive,282,2,1,22,"00:08:43,856","00:08:51,279",joy
dia283_utt0.wav,2822,"Yeah well next thing you know, he’ll be telling you that your high heels are good for his posture!",joey,disgust,negative,283,0,7,22,"00:08:51,447","00:08:55,700",joy
dia283_utt1.wav,2823,There is nothing wrong with Jake! Okay? He is all man! I’m thinking even more than you.,phoebe,neutral,neutral,283,1,7,22,"00:08:56,202","00:09:01,331",anger
dia283_utt2.wav,2824,"Oh yeah, he looked like a real lumberjack in those pink lacys.",joey,disgust,negative,283,2,7,22,"00:09:01,499","00:09:05,377",joy
dia283_utt3.wav,2825,I’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear!,phoebe,neutral,neutral,283,3,7,22,"00:09:06,462","00:09:14,135",joy
dia283_utt4.wav,2826,I don’t think you could ever do that.,phoebe,neutral,neutral,283,4,7,22,"00:09:10,841","00:09:14,135",neutral
dia284_utt0.wav,2829,Lusts of the flesh.,phoebe,neutral,neutral,284,0,7,19,"00:05:11,311","00:05:17,024",joy
dia284_utt2.wav,2831,I don’t know.  A cowboy theme?,phoebe,neutral,neutral,284,2,7,19,"0:05:18,826","0:05:21,627",neutral
dia285_utt0.wav,2832,"Hey uh, is it okay to come in?",joey,neutral,neutral,285,0,9,1,"00:08:07,361","00:08:10,071",neutral
dia285_utt1.wav,2833,"Of course! Oh Joey, this ring I€¦it€™s beautiful I love it!",rachel,joy,positive,285,1,9,1,"00:08:10,281","00:08:14,201",joy
dia285_utt2.wav,2834,"Yeah uh look Rach, there€™s something I gotta tell ya.",joey,neutral,neutral,285,2,9,1,"00:08:15,495","00:08:18,747",fear
dia285_utt5.wav,2837,"Yeah! Hi Emma. Hey, why do you think she won€™t take my  breast?",rachel,neutral,neutral,285,5,9,1,"00:08:25,796","00:08:33,178",neutral
dia285_utt8.wav,2840,"Okay sweetie, you can do it. Just open up and put it in your  mouth.",rachel,neutral,neutral,285,8,9,1,"00:08:36,933","00:08:40,810",joy
dia285_utt10.wav,2842,"I€™m sorry honey, what were you saying?",rachel,neutral,neutral,285,10,9,1,"0:08:45,608","0:08:47,193",neutral
dia285_utt11.wav,2843,"Oh uh-uh yeah, I think that€¦",joey,neutral,neutral,285,11,9,1,"0:08:47,193","0:08:49,547",neutral
dia285_utt13.wav,2845,Do you think my nipples are  too big for her mouth?,rachel,neutral,neutral,285,13,9,1,"00:08:52,782","00:08:54,824",fear
dia285_utt14.wav,2846,She looks scared.,rachel,neutral,neutral,285,14,9,1,"0:08:59,705","0:09:00,957",fear
dia285_utt16.wav,2848,"Y€™know, I don€™t really know her.",joey,neutral,neutral,285,16,9,1,"00:09:02,041","00:09:04,501",neutral
dia286_utt0.wav,2849,Can you see my nipples through this shirt?,chandler,neutral,neutral,286,0,1,15,"00:04:01,741","00:04:03,909",neutral
dia286_utt1.wav,2850,"No. But don't worry, I'm sure they're still there.",rachel,neutral,neutral,286,1,1,15,"00:04:06,663","00:04:09,748",neutral
dia286_utt2.wav,2851,"Where are you going, Mr. Suity-Man?",phoebe,neutral,neutral,286,2,1,15,"00:04:11,209","00:04:12,709",joy
dia286_utt3.wav,2852,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the a-gogo.",chandler,neutral,neutral,286,3,1,15,"00:04:12,877","00:04:21,218",joy
dia287_utt0.wav,2853,"Actually, tomorrow night kinda depends on how tonight goes.",joey,neutral,neutral,287,0,1,14,"00:02:25,478","00:02:27,813",neutral
dia287_utt1.wav,2854,"Oh, uh, listen, about tonight...",chandler,sadness,negative,287,1,1,14,"0:02:27,981","0:02:30,243",fear
dia287_utt2.wav,2855,"No, no, no, don't you dare bail on me.",joey,anger,negative,287,2,1,14,"0:02:30,243","0:02:32,249",fear
dia287_utt3.wav,2856,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,joey,neutral,neutral,287,3,1,14,"00:02:27,981","00:02:35,904",sadness
dia287_utt4.wav,2857,"Yes, I know, but her friend sounds like such a...",chandler,anger,negative,287,4,1,14,"00:02:36,114","00:02:40,450",disgust
dia287_utt6.wav,2859,"I know, but—come on, man, she's needy, she's vulnerable.",joey,neutral,neutral,287,6,1,14,"0:02:40,994","0:02:44,056",neutral
dia287_utt9.wav,2862,"Look, you have not been out with a woman since Janice.",joey,neutral,neutral,287,9,1,14,"0:02:52,255","0:02:54,717",neutral
dia287_utt10.wav,2863,You're doin' this.,joey,neutral,neutral,287,10,1,14,"0:02:54,717","0:02:56,053",neutral
dia287_utt11.wav,2864,Hi. She said yes.,ross,neutral,neutral,287,11,1,14,"00:02:56,676","00:03:00,304",joy
dia287_utt12.wav,2865,"Yes! Way to go, man!  Still got the egg, huh?",chandler,joy,positive,287,12,1,14,"00:03:00,555","00:03:06,143",joy
dia288_utt0.wav,2866,Happy birthday to you!,joey,joy,positive,288,0,6,13,"00:15:35,976","00:15:38,645",joy
dia288_utt1.wav,2867,You’re paying for that.,gunther,neutral,neutral,288,1,6,13,"0:15:41,315","0:15:42,316",neutral
dia288_utt2.wav,2868,What? No-no it’s her birthday!,joey,surprise,positive,288,2,6,13,"0:15:42,316","0:15:44,418",surprise
dia288_utt3.wav,2869,You’ve sung Happy Birthday to 20 different women today!,gunther,surprise,negative,288,3,6,13,"00:15:44,526","00:15:47,278",disgust
dia288_utt4.wav,2870,But it really,joey,neutral,neutral,288,4,6,13,"00:15:48,072","00:15:49,989",surprise
dia288_utt5.wav,2871,You are no longer authorized to distribute birthday muffins.,gunther,neutral,neutral,288,5,6,13,"00:15:50,157","00:15:52,617",neutral
dia288_utt9.wav,2875,Did you tell your sister to ask me out?,ross,neutral,neutral,288,9,6,13,"00:16:00,250","00:16:02,502",surprise
dia288_utt12.wav,2878,"I mean, wow!",ross,surprise,positive,288,12,6,13,"0:16:05,456","0:16:06,890",surprise
dia288_utt13.wav,2879,"I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!",ross,neutral,neutral,288,13,6,13,"00:16:08,842","00:16:15,098",surprise
dia288_utt15.wav,2881,"Yeah but after you said it was okay, I figured, Why not?!",ross,joy,positive,288,15,6,13,"00:16:15,683","00:16:20,061",anger
dia288_utt16.wav,2882,Oh so-so not really never.,rachel,neutral,neutral,288,16,6,13,"00:16:20,813","00:16:23,356",neutral
dia288_utt17.wav,2883,I have to say you are a much bigger person than I am.,ross,neutral,neutral,288,17,6,13,"00:16:24,149","00:16:27,443",neutral
dia288_utt18.wav,2884,"I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate.",ross,neutral,neutral,288,18,6,13,"00:16:27,611","00:16:32,865",sadness
dia288_utt19.wav,2885,"Hey, if you ever want to go out with Monica, you have my blessing.",ross,neutral,neutral,288,19,6,13,"00:16:35,327","00:16:38,287",neutral
dia288_utt20.wav,2886,"Oh-ho, and mine!",joey,joy,positive,288,20,6,13,"00:16:38,455","00:16:39,664",joy
dia289_utt1.wav,2888,No-no wait-wait! I can’t just let you hang up! Just please talk to me.,phoebe,fear,negative,289,1,7,13,"00:09:29,735","00:09:35,782",fear
dia289_utt2.wav,2889,Well…I only have one thing to do today.  I guess I could push it back.,earl,neutral,neutral,289,2,7,13,"00:09:33,864","00:09:45,208",neutral
dia289_utt3.wav,2890,"Yeah! Now, why do you want to kill yourself?",phoebe,sadness,negative,289,3,7,13,"00:09:42,206","00:09:45,208",surprise
dia289_utt4.wav,2891,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",earl,sadness,negative,289,4,7,13,"00:09:50,006","00:09:55,218",sadness
dia291_utt0.wav,2894,"No look, I-I’m sure that people know you exist!",phoebe,sadness,negative,291,0,6,1,"00:10:05,146","00:10:10,525",joy
dia292_utt0.wav,2896,I work in a cubicle surrounded by people.,earl,neutral,neutral,292,0,7,13,"00:10:10,693","00:10:14,154",neutral
dia292_utt1.wav,2897,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,earl,sadness,negative,292,1,7,13,"00:10:14,905","00:10:22,579",sadness
dia292_utt4.wav,2900,"Uh, I’m gonna kill myself!",earl,sadness,negative,292,4,7,13,"00:10:24,749","00:10:26,875",sadness
dia292_utt5.wav,2902,I got nothing.,earl,neutral,neutral,292,5,7,13,"00:10:31,005","00:10:32,297",neutral
dia293_utt0.wav,2907,"Apparently, there’s like a million guys out there that can play Mac, and there’s only this one robot and this one guy who controls it!",joey,surprise,negative,293,0,6,21,"00:12:47,808","00:12:55,857",surprise
dia293_utt1.wav,2908,I didn’t know he could get me fired!,joey,surprise,negative,293,1,6,21,"00:12:52,354","00:12:55,857",surprise
dia293_utt2.wav,2909,What am I going to do?,joey,fear,negative,293,2,6,21,"00:12:56,025","00:12:58,026",fear
dia293_utt3.wav,2910,"Well y’know Joey, you’re a pretty charming guy.",monica,neutral,neutral,293,3,6,21,"00:12:56,025","00:13:00,487",joy
dia293_utt4.wav,2911,"Thanks, but I kinda have a problem to deal with here.",joey,fear,negative,293,4,6,21,"00:13:00,654","00:13:10,371",neutral
dia293_utt5.wav,2912,"No sweetie, you’ve got to win over the guy that controls C.H.E.E.S.E.! You’ve got to kiss some serious robot ass!",monica,neutral,neutral,293,5,6,21,"00:13:03,032","00:13:10,371",joy
dia293_utt6.wav,2913,That’s not a bad idea.,joey,neutral,neutral,293,6,6,21,"00:13:11,540","00:13:13,374",neutral
dia293_utt7.wav,2915,"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys.",joey,neutral,neutral,293,7,6,21,"00:13:13,542","00:13:18,087",joy
dia293_utt8.wav,2916,"Well, actually I got a little bit saved for you Pheebs.",joey,joy,positive,293,8,6,21,"00:13:18,255","00:13:21,591",joy
dia293_utt9.wav,2917,"So do you think uh, Joey’s more charming than me?",chandler,neutral,neutral,293,9,6,21,"00:13:25,054","00:13:27,639",neutral
dia293_utt10.wav,2918,Yeah! That’s why I’m sleeping with him on the side.,monica,sadness,negative,293,10,6,21,"00:13:27,807","00:13:30,391",joy
dia293_utt11.wav,2919,"Yeah, you wish.",chandler,neutral,neutral,293,11,6,21,"0:13:30,559","0:13:31,701",neutral
dia294_utt0.wav,2921,Why are you yelling?,paul,joy,positive,294,0,6,22,"0:12:39,216","0:12:40,259",neutral
dia295_utt0.wav,2923,"Whoa-whoa, what is it?",joey,surprise,negative,295,0,7,11,"00:13:45,908","00:13:47,075",surprise
dia295_utt1.wav,2924,Well… It’s a date.,phoebe,neutral,neutral,295,1,7,11,"00:13:48,077","00:13:50,995",joy
dia295_utt3.wav,2926,"No, no Pheebs you-you must be mistaken, because I know you wouldn’t schedule a date on the same night you have plans with a friend!",joey,surprise,positive,295,3,7,11,"00:13:51,163","00:13:58,670",anger
dia295_utt4.wav,2927,"Come on Joey, don’t make me feel badly about this.",phoebe,sadness,negative,295,4,7,11,"00:13:58,838","00:14:00,713",neutral
dia295_utt5.wav,2928,"No, I’m gonna!!",joey,anger,negative,295,5,7,11,"00:14:00,881","00:14:02,423",anger
dia295_utt7.wav,2930,"Yeah, you made me feel really guilty about goin’ out with that girl!",joey,anger,negative,295,7,7,11,"00:14:06,428","00:14:07,762",anger
dia295_utt8.wav,2931,Like-like-like I did something terrible to you!,joey,anger,negative,295,8,7,11,"0:14:07,930","0:14:09,849",fear
dia295_utt9.wav,2932,"And now Pheebs, you’re doing the same thing!",joey,anger,negative,295,9,7,11,"0:14:09,849","0:14:11,778",surprise
dia295_utt10.wav,2933,That—It’s not the same thing! This is,phoebe,anger,negative,295,10,7,11,"00:14:11,892","00:14:14,602",surprise
dia295_utt11.wav,2934,"Okay, well my girl from the other night was special. She was a scientist too!",joey,anger,negative,295,11,7,11,"00:14:19,733","00:14:23,319",joy
dia295_utt13.wav,2936,"Well, she graduated from high school!",joey,anger,negative,295,13,7,11,"00:14:23,737","00:14:26,364",surprise
dia295_utt16.wav,2939,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!",phoebe,anger,negative,295,16,7,11,"00:14:29,076","00:14:32,787",joy
dia295_utt21.wav,2944,"What are you still doin’ here?! I told you, lobster ravioli!",joey,anger,negative,295,21,7,11,"00:14:37,001","00:14:40,753",surprise
dia296_utt0.wav,2945,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",ross,neutral,neutral,296,0,1,2,"00:14:38,085","00:14:41,546",neutral
dia296_utt2.wav,2947,"Ross, you remember Susan.",carol,neutral,neutral,296,2,1,2,"0:14:44,758","0:14:46,690",neutral
dia296_utt3.wav,2948,How could I forget?,ross,surprise,positive,296,3,1,2,"0:14:46,690","0:14:47,832",surprise
dia296_utt5.wav,2950,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",ross,anger,negative,296,5,1,2,"00:14:49,471","00:14:56,728",neutral
dia296_utt7.wav,2952,..Dr. Oberman. Okay. And is he-,ross,neutral,neutral,296,7,1,2,"0:14:57,829","0:14:59,285",neutral
dia296_utt9.wav,2954,"-she, of course, she- uh- familiar with our.. special situation?",ross,neutral,neutral,296,9,1,2,"00:14:59,440","00:15:07,196",neutral
dia296_utt10.wav,2955,"Yes, and she's very supportive.",carol,neutral,neutral,296,10,1,2,"00:15:07,406","00:15:09,240",joy
dia296_utt11.wav,2956,"Okay, that's great.  No, I'm- Oh.",ross,joy,positive,296,11,1,2,"00:15:09,450","00:15:14,704",surprise
dia296_utt14.wav,2959,Ross? That opens my cervix.,carol,surprise,positive,296,14,1,2,"00:15:35,309","00:15:38,937",neutral
dia296_utt17.wav,2962,Are you sure?,rachel,surprise,positive,296,17,1,2,"00:15:48,489","00:15:49,447",neutral
dia296_utt18.wav,2963,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",barry,neutral,neutral,296,18,1,2,"00:15:49,657","00:15:52,116",neutral
dia296_utt20.wav,2965,"So, how ya doin?",barry,neutral,neutral,296,20,1,2,"00:15:56,705","00:15:58,414",neutral
dia297_utt0.wav,2967,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,monica,neutral,neutral,297,0,4,20,"00:08:33,763","00:08:37,599",anger
dia297_utt1.wav,2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114",neutral
dia297_utt2.wav,2969,"No-no, let me in!",phoebe,anger,negative,297,2,4,20,"0:08:59,872","0:09:02,083",surprise
dia297_utt5.wav,2972,Can you just hold on for one minute?,monica,neutral,neutral,297,5,4,20,"00:09:04,085","00:09:05,794",neutral
dia297_utt6.wav,2973,"No, you have to let me in right now!!",phoebe,joy,positive,297,6,4,20,"00:09:05,962","00:09:08,213",fear
dia298_utt1.wav,2978,No! You let go!,ross,anger,negative,298,1,3,9,"0:22:08,952","0:22:11,294",anger
dia298_utt2.wav,2980,How come it’s always us left in the field holding the ball?,ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250",anger
dia298_utt3.wav,2981,I don’t know. I guess the other people just don’t care enough.,monica,neutral,neutral,298,3,3,9,"00:22:16,418","00:22:20,254",disgust
dia298_utt4.wav,2982,Hey! It’s starting to snow.,ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804",joy
dia298_utt5.wav,2983,Gimme the this!,ross,anger,negative,298,5,3,9,"0:22:33,060","0:22:35,605",anger
dia299_utt2.wav,2987,I bet ‘ya ya I could fit in there.,joey,neutral,neutral,299,2,3,5,"00:21:47,848","00:21:49,348",joy
dia299_utt3.wav,2988,I’ve got five bucks says you can’t.,chandler,neutral,neutral,299,3,3,5,"00:21:51,935","00:21:54,562",neutral
dia300_utt0.wav,2989,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",joey,joy,positive,300,0,1,23,"00:03:37,967","00:03:42,137",joy
dia300_utt4.wav,2993,"Hey, listen, lady.......whoa.",joey,surprise,negative,300,4,1,23,"0:03:46,566","0:03:47,696",surprise
dia300_utt6.wav,2995,Oh yeah? And who do you like?,joey,neutral,neutral,300,6,1,23,"00:03:56,611","00:03:58,111",neutral
dia300_utt8.wav,2997,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",joey,disgust,negative,300,8,1,23,"0:03:59,041","0:04:07,581",joy
dia300_utt10.wav,2999,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",joey,anger,negative,300,10,1,23,"00:04:12,043","00:04:17,506",surprise
dia300_utt12.wav,3001,"Oh, oh, oh, sorry.",joey,fear,negative,300,12,1,23,"00:04:17,674","00:04:19,424",neutral
dia301_utt0.wav,3005,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",barry,fear,negative,301,0,1,20,"00:19:25,164","00:19:32,128",sadness
dia301_utt3.wav,3008,"I'll be right there, Bernice.",barry,neutral,neutral,301,3,1,20,"00:19:41,388","00:19:44,265",neutral
dia301_utt4.wav,3009,"Look, please, please don't go anywhere, okay?",barry,fear,negative,301,4,1,20,"00:19:44,433","00:19:46,726",fear
dia301_utt7.wav,3012,"Okay, we'll be here!",rachel,neutral,neutral,301,7,1,20,"0:19:50,230","0:19:52,441",joy
dia301_utt9.wav,3014,Did you see how he was sweating when he walked out of there?,rachel,surprise,negative,301,9,1,20,"00:19:54,443","00:19:59,697",surprise
